,item_id,article_interactions
2137,4117174730087083056,24
2138,4118743389464105405,66
2139,4119190424078847945,1
2140,4121807259563748287,4
2141,4125609302375934769,8
2142,4139191914110236238,35
2143,4151147085496712967,31
2144,4153717385931831462,26
2145,4156291407717900798,19
2146,4158328739563138055,8
2147,4161491675236615151,8
2148,4164212115654350513,37
2149,4165127518659426948,39
2150,4169374063813159761,1
2151,4184543400419595673,33
2152,4189221198175710203,7
2153,4195778828921942020,31
2154,4196146076384098027,7
2155,4234941042749452539,22
2156,4235212484048164433,2
2157,4241385837165861843,26
2158,4247196691613374764,10
2159,4259370161044254504,140
2160,4273365516830385867,5
2161,4277778562135834208,58
2162,4287021355610172885,10
2163,4296604388230897073,32
2164,4300652811307550975,37
2165,4303142677581479651,2
2166,4306804750094230211,27
2167,4307023751244532288,24
2168,4307433444610636421,23
2169,4311772163179839306,11
2170,4312678980890750477,3
2171,4313871021753084020,36
2172,4315784099325221836,2
2173,4317140528951861957,7
2174,4320282974712265321,24
2175,4328888515190573663,23
2176,4333668738649701866,2
2177,4338940510328721138,2
2178,4340103631421550622,7
2179,4345055131254210605,20
2180,4355464044208438135,27
2181,4369833742675497700,75
2182,4372031182493802582,17
2183,4373020502739965726,12
2184,4375556914674736641,76
2185,4383035933260676803,53
2186,4396754138692995627,8
2187,4402253552023115142,3
2188,4404314996867098682,29
2189,4419562057180692966,112
2190,4428409432282393251,55
2191,4430356355587165611,7
2192,4430520614172753870,19
2193,4437902912817080687,2
2194,4441012164161473407,13
2195,4460664691673874476,5
2196,4463025528374352465,4
2197,4479576054067772847,3
2198,4485571547865864859,48
2199,4508362112182399467,46
2200,4532698165746826599,12
2201,4533807694984784858,5
2202,4544213501105457932,9
2203,4546206336477094824,1
2204,4548329563501022787,2
2205,4555339116751579515,34
2206,4559158557590109105,21
2207,4563006651994272837,9
2208,4563606877148407012,23
2209,4575212535548313873,3
2210,4575580212020245658,14
2211,4577451034168098359,41
2212,4579392053042969226,6
2213,4579557799493615039,50
2214,4597139024287190193,5
2215,4604014376318271136,16
2216,4607279316199873708,3
2217,4609121753781446855,24
2218,4625350031392752392,20
2219,4629488036162962359,33
2220,4631867115963052211,10
2221,4633013345375349272,23
2222,4634963407423735625,6
2223,4644184613269860655,7
2224,4644672909721737325,12
2225,4647928672998188259,3
2226,4654349179360175629,3
2227,4657430003888493310,23
2228,4667058261084775379,20
2229,4668172927098913296,5
2230,4671890082953295903,16
2231,4674667995387386186,18
2232,4675505028897335428,17
2233,4677417698542178243,12
2234,4695698299220703541,24
2235,4700641534148321049,2
2236,4702453495211185350,5
2237,4702466408529036844,9
2238,4706890430832287959,7
2239,4716135688735489427,33
2240,4717008760225392411,15
2241,4744297321841608877,30
2242,4746056663292225769,7
2243,4751741894255718069,11
2244,4757923412035174662,9
2245,4761910285123871012,76
2246,4774970687540378081,62
2247,4776828703162554224,23
2248,4780818054552370624,10
2249,4781931173636001110,13
2250,4783081874753928396,27
2251,4785499183287168509,32
2252,4786732753690611738,2
2253,4788854083489560153,119
2254,4804093434821394840,1
2255,4807410384082534048,8
2256,4807721425375438334,10
2257,4812089894709919859,5
2258,4814419120794996930,60
2259,4815632823882298534,55
2260,4817624205684040310,4
2261,4831903061865014867,28
2262,4833869287568225997,2
2263,4843782008053284888,15
2264,4861691621484862889,11
2265,4865901874365409673,13
2266,4866620033136147586,5
2267,4869691310149728361,1
2268,4876769046116846438,119
2269,4877833951599818487,16
2270,4891010769166501207,32
2271,4891164246772479976,20
2272,4893900714822288649,52
2273,4894833130708450490,23
2274,4894993979681787098,6
2275,4895396506368139469,2
2276,4899554125167253337,21
2277,4904775878165401439,15
2278,4909630283317268181,7
2279,4911701623098526999,35
2280,4915137112517573184,20
2281,4916417766268744775,15
2282,4918358495761748770,24
2283,4920704891238922872,19
2284,4945121243335041737,4
2285,4950037926975347884,9
2286,4973921475467086339,2
2287,4988225165850707692,2
2288,4991224059205503283,8
2289,4999440443052714243,10
2290,5005421293875190218,4
2291,5008913705695203000,59
2292,5009420943344705199,8
2293,5018472516978866574,31
2294,5028081187109329892,3
2295,5032631648793129465,17
2296,5036201777135800491,14
2297,5037221949349729844,40
2298,5037403311832115000,15
2299,5045927063019110283,33
2300,5051167660880461112,20
2301,5053372977408537204,13
2302,5062670850994683718,13
2303,5082053563644129584,13
2304,5087084654882097891,32
2305,5088013394045185972,30
2306,5092635400707338872,31
2307,5109221095427625188,21
2308,5111115201913219115,3
2309,5135371516547401748,7
2310,5141088074002391058,4
2311,5145921881592486583,10
2312,5147907773522671167,5
2313,5152069678055228801,17
2314,5156657166068502754,2
2315,5162508842577612756,14
2316,5163772683749067995,16
2317,5165953265902526320,2
2318,5183878957903248326,16
2319,5189107351987144723,11
2320,5189433264884433830,11
2321,5191381587333696286,1
2322,5199666313044493096,20
2323,5206308811707978799,99
2324,5211673327552264703,35
2325,5217724704513784613,37
2326,5227822864949117283,37
2327,5232169374213306041,1
2328,5233661737033380692,7
2329,5237574390644778994,22
2330,5238119115012015307,182
2331,5239464617027010625,19
2332,5250363310227021277,25
2333,5258604889412591249,40
2334,5263606973029607223,44
2335,5266164468981660031,13
2336,5269583152423890030,20
2337,5270696484536580646,77
2338,5271205718596251417,1
2339,5271898714958115766,17
2340,5274322067107287523,2
2341,5281570276277574938,15
2342,5293701842202310496,63
2343,5299613310913826266,8
2344,5302085907556673015,85
2345,5304344058087060692,18
2346,5308984234271987921,8
2347,5311977399951270341,10
2348,5312357518363318341,5
2349,5313335392004163852,56
2350,5314107418764884230,27
2351,5317978293082383492,19
2352,5322532051893153382,2
2353,5328558001212551235,32
2354,5333141914314968598,10
2355,5336562616168017846,36
2356,5338575284381070077,7
2357,5338677278233757627,108
2358,5350829677696205474,26
2359,5379671084978512851,5
2360,5380540855517464621,1
2361,5384282624557636856,18
2362,5395784585257808296,17
2363,5395868751435718725,13
2364,5398961846611539065,15
2365,5401376580769090495,25
2366,5410293063635507608,16
2367,5410603488837817052,10
2368,5424502143558028097,37
2369,5429045128339158843,44
2370,5429923407915345742,28
2371,5431399346444238856,15
2372,5439554346835640135,22
2373,5441077925667941052,21
2374,5441215535748592870,6
2375,5442191984600038712,8
2376,5445999759138709405,64
2377,5446022903655412342,7
2378,5447580952505296338,6
2379,5462702203586546682,6
2380,5468598741732935699,22
2381,5473340184873040894,1
2382,5474373819153295408,4
2383,5484061377044071389,63
2384,5508043659570633487,5
2385,5514214996211995551,11
2386,5518462222339671372,1
2387,5524888769622800245,21
2388,5530820581773167955,31
2389,5533752987392101383,64
2390,5545306236636747547,15
2391,5558603035498264655,10
2392,5568089143939945595,20
2393,5589105207760786822,4
2394,5619251370090681244,12
2395,5619269934194012474,13
2396,5640834597379907148,17
2397,5653476548835345267,5
2398,5658521282502533116,126
2399,5658615529969625284,2
2400,5659318589553771161,15
2401,5669290109546991426,13
2402,5672978373195158195,15
2403,5680566822246004912,6
2404,5681075485882787671,13
2405,5684817723169964056,22
2406,5688279681867464747,56
2407,5701873751630396950,14
2408,5714055337338770799,7
2409,5714314286511882372,18
2410,5714874452041944640,10
2411,5719793245136119929,31
2412,5726008417498979736,15
2413,5728858831120768412,9
2414,5745373608367143062,1
2415,5761988486867612282,7
2416,5772565485432112058,4
2417,5779887740609126631,1
2418,5787934590133549357,58
2419,5795281877636738272,58
2420,5806996498600223274,16
2421,5816734694927565572,51
2422,5817939718364925129,3
2423,5822211783543822544,20
2424,5827857898404399503,5
2425,5831479026588423198,16
2426,5831978693732969930,5
2427,5834671664627894569,2
2428,5842191581670322333,11
2429,5843350704442714396,6
2430,5843362068320522769,24
2431,5847042211895226591,67
2432,5847540986736720765,14
2433,5849490334294127641,38
2434,5854206600849997966,139
2435,5870088709232734362,8
2436,5875183869203898283,48
2437,5901067357946111913,29
2438,5906767912084571064,19
2439,5913609969272242724,4
2440,5928346445655989915,33
2441,5929055844564382383,3
2442,5930806521893160184,24
2443,5934557073194045393,26
2444,5937899505996968869,2
2445,5940374562401786524,40
2446,5947470908330062710,4
2447,5949788789046720741,22
2448,5962268176939710955,42
2449,5964888566269323942,58
2450,5965544132537436406,21
2451,5967886403500658324,6
2452,5979676385148714519,26
2453,5998661158461710046,7
2454,6001127456099879458,14
2455,6006800146436649545,6
2456,6009447229221815725,11
2457,6015995473246774717,33
2458,6016376495317032228,21
2459,6023609667389715259,5
2460,6031953227014493100,173
2461,6034099213718885791,5
2462,6040574489860277999,17
2463,6042459843569845586,3
2464,6044362651232258738,184
2465,6045455576279706291,7
2466,6049739262059615567,7
2467,6059546463839992340,4
2468,6062146090334604102,113
2469,6063029961433390149,4
2470,6070279813975953742,4
2471,6075137928366965854,2
2472,6090089162789916215,16
2473,6090517797383271316,7
2474,6094778865705471594,23
2475,6097677219931837830,10
2476,6099026883115865746,9
2477,6102826385978742696,3
2478,6104598399077154797,43
2479,6109135203991499571,19
2480,6152652267138213180,31
2481,6153710684104095269,15
2482,6157037646878010131,14
2483,6162786478796754684,22
2484,6165641386379495559,4
2485,6180979718957141670,3
2486,6186282670048283099,13
2487,6187300944962737279,1
2488,6195056361889291497,14
2489,6198232071580299480,21
2490,6200172800690402606,2
2491,6201946560186605500,34
2492,6206342468637502921,3
2493,6214107032842332406,2
2494,6215963711332976380,25
2495,6222001809679591440,17
2496,6227065897176996407,9
2497,6230272013326185698,7
2498,6234756865145917449,12
2499,6236312923258954569,10
2500,6237433897543964784,14
2501,6237714845306489877,3
2502,6240076106289531207,1
2503,6241723672990266258,21
2504,6244532954645766056,22
2505,6245165134513326654,22
2506,6247175512001835023,22
2507,6255978182562760059,12
2508,6260854150231142184,6
2509,6285786669275987455,17
2510,6304895356046683527,22
2511,6309804346176212907,4
2512,6317717254029043123,27
2513,6340108943344143104,31
2514,6341647533150019811,5
2515,6352416307575007029,7
2516,6369367631770966886,29
2517,6377566860234930618,5
2518,6384824828701919724,33
2519,6389624212149850449,12
2520,6407605752151817831,1
2521,6409304780354173378,3
2522,6412479507689487223,14
2523,6419848550542384295,10
2524,6424668376409530281,28
2525,6426224004219108539,68
2526,6428429126612898364,6
2527,6437568358552101410,83
2528,6463551093741815202,36
2529,6472331784294749716,9
2530,6484776051882277624,2
2531,6492104262016302259,18
2532,6504364365389213533,20
2533,6514150672874342131,3
2534,6519443272707698315,58
2535,6521856301289868251,48
2536,6524157088939139948,14
2537,6525794335263078309,7
2538,6527704900182256036,18
2539,6535950170823528902,38
2540,6540624159201421051,61
2541,6541551984368289722,3
2542,6565723369088595990,6
2543,6569463984699537820,73
2544,6569723785655740276,2
2545,6576356408780336784,5
2546,6576868026875674101,3
2547,6583734846225935852,69
2548,6587635730509289343,9
2549,6591221581057159843,17
2550,6591596441845797769,10
2551,6607431762270322325,1
2552,6614704926858202954,14
2553,6615662748793536194,45
2554,6620060201676471218,35
2555,6634206168889468590,1
2556,6638782839540370044,19
2557,6642437212220341339,33
2558,6643427232964983922,39
2559,6644171916702621557,54
2560,6650072898902843826,1
2561,6652210819857467321,11
2562,6658257247913756761,19
2563,6658481071718074876,6
2564,6664082205633624486,36
2565,6669026579073415958,11
2566,6678691743269420670,34
2567,6690761795935927461,11
2568,6716649347760033969,1
2569,6737022915341644067,27
2570,6743199836219189414,7
2571,6750029764020453263,61
2572,6754313450809254838,19
2573,6754417485681598974,12
2574,6757348772114374254,24
2575,6765368095966422513,6
2576,6766105865162331239,27
2577,6769852549722242790,28
2578,6778168087818060600,2
2579,6783622248311192269,113
2580,6793894801847439981,2
2581,6797033574746412211,10
2582,6797493571710971497,8
2583,6798386551136144335,3
2584,6800965548226529308,4
2585,6807042796917367736,33
2586,6817244649248188271,33
2587,6829640091575814990,61
2588,6831941111848480366,16
2589,6844164348224220577,2
2590,6847089514431675996,23
2591,6847460841437230342,22
2592,6850500272809381909,39
2593,6852597772196653540,39
2594,6858632230975272305,20
2595,6868454399455433725,2
2596,6870972580508513306,1
2597,6873454157736399518,5
2598,6876740810766966100,10
2599,6881796783400625893,34
2600,6892165923784661946,3
2601,6892866957050839435,13
2602,6908884359295619150,2
2603,6909761382991856804,28
2604,6910763794618680440,41
2605,6915731723505426291,8
2606,6917508501173008954,7
2607,6932547594283220441,13
2608,6940370558848102253,36
2609,6941466664989793964,34
2610,6943483335823457240,12
2611,6947862790919978120,34
2612,6953968734027801757,3
2613,6980529106338478812,22
2614,6984066580750577207,1
2615,6985167957194730651,8
2616,6987372590141903729,4
2617,6987435400166905688,20
2618,6989198691754522425,114
2619,6997620589258672675,161
2620,6999813113145211708,19
2621,7000840123067725009,10
2622,7004101889471761341,26
2623,7013665235990336340,32
2624,7021353262177009708,29
2625,7023677777837267720,26
2626,7024819429467163565,25
2627,7029834616968294970,1
2628,7036087807129071010,4
2629,7039033478836344543,8
2630,7059601745558171892,4
2631,7062745737910050042,20
2632,7065704533945771463,74
2633,7071371416976898441,7
2634,7077639154797499584,16
2635,7078276984547732873,13
2636,7083316110921342538,1
2637,7087600436874507849,60
2638,7088167897470452815,71
2639,7104734618727920421,5
2640,7105108082715965818,7
2641,7124632953201847659,26
2642,7127997889533450554,9
2643,7138108653908662095,11
2644,7140495736721533935,6
2645,7155061818771055780,30
2646,7168347449326627154,5
2647,7174452660053929140,6
2648,7181581805250416928,34
2649,7182931494487573654,16
2650,7187598944032799890,70
2651,7187974705675832644,17
2652,7191770005709670956,28
2653,7202701636941380671,38
2654,7203367456821804602,1
2655,7206850235815254159,12
2656,7207307032404768106,11
2657,7207514472495382992,8
2658,7216750853471801538,1
2659,7217636150008996485,4
2660,7226503561499839165,71
2661,7229629480273331039,59
2662,7238948407563080770,24
2663,7247406924790318523,2
2664,7251252752220327534,1
2665,7253370880729538418,28
2666,7255021292858609470,52
2667,7263689301643675785,14
2668,7270966256391553686,64
2669,7273139206342584600,16
2670,7276478113479207148,4
2671,7277161137091492767,45
2672,7286613907013366088,9
2673,7288937801410681383,2
2674,7303676031229268527,1
2675,7323176445666562417,7
2676,7334805502505837712,26
2677,7342707578347442862,21
2678,7345394467579731315,4
2679,7351002593233940239,4
2680,7358145651645216086,11
2681,7359386552064322134,16
2682,7359520440231676934,2
2683,7372398343609401828,8
2684,7375475877233036849,10
2685,7395435905985567130,40
2686,7400247075626691905,11
2687,7400903238402587728,81
2688,7401798504722165526,27
2689,7414483722019578252,94
2690,7414965642940222121,9
2691,7419040071212162906,9
2692,7420742904084384944,1
2693,7421641564256558176,3
2694,7424795099560672335,40
2695,7429409096643373334,56
2696,7434270606888620096,48
2697,7446166231252589534,28
2698,7446534728307622413,14
2699,7454130161726657097,6
2700,7458850059926549081,45
2701,7459643459148487877,53
2702,7459726589306441015,55
2703,7467940062038388159,26
2704,7469361608711738006,19
2705,7488370990373644128,5
2706,7494490104520466117,24
2707,7498047411414226273,22
2708,7506614456429888492,39
2709,7507067965574797372,233
2710,7508152369854945139,28
2711,7510090557616166004,14
2712,7511744555558105059,1
2713,7516228655554309785,35
2714,7520301770873472812,36
2715,7521700660190108859,48
2716,7526364197140419661,105
2717,7526977287801930517,1
2718,7528802258213768379,20
2719,7529823674661315431,30
2720,7532891417681708371,17
2721,7534917347133949300,117
2722,7540764978459875963,26
2723,7544768317373280661,49
2724,7555106864392724379,6
2725,7569814035922103969,1
2726,7572869304086387835,23
2727,7578709204835512162,4
2728,7581009799961380333,7
2729,7606744605433799135,30
2730,7609069906483592026,7
2731,7612428320594238723,50
2732,7616472242818646827,19
2733,7616911250531106641,14
2734,7620697593009487898,56
2735,7631327570702153011,12
2736,7645026617184703521,5
2737,7653591914898297019,21
2738,7655627888058923987,5
2739,7664140604181040222,34
2740,7681335193431615119,4
2741,7697593937932606048,1
2742,7707640607626518697,2
2743,7727369224210483739,5
2744,7734121175534200554,84
2745,7734143682021717145,4
2746,7748594134538052724,7
2747,7756118769128656312,18
2748,7763750328910542816,8
2749,7767869406844505704,17
2750,7775857588929395558,3
2751,7778744448313924630,1
2752,7790567704847993284,8
2753,7793363699831164066,4
2754,7804826445069770894,30
2755,7813943820850065086,11
2756,7814856426770804213,127
2757,7818691400791322406,55
2758,7823781477664935857,47
2759,7828019124127586556,1
2760,7835346487062622787,14
2761,7845570490247450966,13
2762,7850245260835292221,18
2763,7851022564818849560,79
2764,7877378240682678384,16
2765,7883212773611521498,13
2766,7905485530310717815,2
2767,7906867252266782644,13
2768,7915650190943924834,11
2769,7921510628110926276,2
2770,7926736692763443624,4
2771,7932334249452694632,9
2772,7933360486658437274,69
2773,7933362470375280252,1
2774,7934258011380835332,12
2775,7938100642081250873,18
2776,7943088471380012839,87
2777,7943906961970828120,29
2778,7944907848226041964,3
2779,7962608766252092705,3
2780,7963184191158282052,10
2781,7965539599896143226,4
2782,7973573994178035769,1
2783,7978090893338710234,6
2784,7985545205318799060,50
2785,7986490214699943896,5
2786,7993526700719577624,41
2787,8017849534314729144,14
2788,8020104407235635818,25
2789,8021508382912212558,24
2790,8028897172674067530,4
2791,8038154459609789205,7
2792,8042182000167325833,4
2793,8049518593334748695,9
2794,8049667463017473012,12
2795,8057379878708189245,3
2796,8065912276310959188,6
2797,8074780316213343498,22
2798,8076265166566225141,8
2799,8078873160882064481,4
2800,8080671570570146356,19
2801,8084284001249507595,9
2802,8089766674179723607,6
2803,8095004770374551394,19
2804,8115033558441775155,56
2805,8118799783881928573,34
2806,8119274153437896343,13
2807,8120046881003900118,3
2808,8129909026510620711,19
2809,8153556216916362816,15
2810,8160885002406274828,1
2811,8163984238975480171,17
2812,8169351562924200055,7
2813,8181531374206668183,1
2814,8185199775369928004,13
2815,8194079557551008273,13
2816,8195862936106508846,30
2817,8200662919796009914,2
2818,8210960017870928723,4
2819,8215778202715904841,46
2820,8219310215587599928,1
2821,8224860111193157980,236
2822,8233465999590288609,1
2823,8240934591713322028,1
2824,8243193415815549463,12
2825,8254285966695461849,15
2826,8259682769688682084,5
2827,8265190708606665292,20
2828,8267509427016592713,6
2829,8289311442635691404,44
2830,8289800212949675494,1
2831,8295457724580096419,5
2832,8297658253225035519,15
2833,8298709454703868984,3
2834,8300126456272756546,5
2835,8302949268716967655,53
2836,8310689940464940949,17
2837,8314492264050843009,4
2838,8316918063034631031,6
2839,8318042399332883628,13
2840,8326017498198914888,3
2841,8339561640071198727,12
2842,8340838192486391835,5
2843,8342423402350940832,34
2844,8353614127518545485,7
2845,8355302955998803709,6
2846,8378863480597222815,21
2847,8381798621267347902,1
2848,8384349834972693428,28
2849,8386493184609384928,54
2850,8396284143617057811,26
2851,8402348887626635381,40
2852,8413971365124666862,20
2853,8416004328454490172,12
2854,8424505741986577894,15
2855,8428597553954921991,81
2856,8433131156569129937,3
2857,8461204368464164538,20
2858,8461560915246826477,18
2859,8471417198703153120,6
2860,8473367604990946179,16
2861,8477804012624580461,45
2862,8482750322470893687,54
2863,8483892789913825147,50
2864,8494390949377713372,2
2865,8497861351486449784,2
2866,8522523292310933696,34
2867,8526042588044002101,35
2868,8527071648070448758,23
2869,8541347773340490171,25
2870,8545647269051113523,2
2871,8550670510357310628,25
2872,8559816910657872807,42
2873,8565115980515859979,5
2874,8582210754044680874,29
2875,8586403905004879205,96
2876,8587620342631480154,8
2877,8589361101754366293,48
2878,8596997246990922861,19
2879,8605423472891112686,10
2880,8611448623643424872,2
2881,8620166073102656574,44
2882,8622597251681699865,3
2883,8626761683919164251,47
2884,8628621643938810986,3
2885,8631616594020837056,16
2886,8637400873589298078,5
2887,8640945691036622521,3
2888,8650916538290053756,2
2889,8651615486877503655,58
2890,8654585772743935612,6
2891,8657408509986329668,294
2892,8659918766210334195,3
2893,8676570915361993722,19
2894,8685746777792503843,15
2895,8689098216946253326,27
2896,8690601908689146128,30
2897,8708452471825540133,3
2898,8710192305140953186,4
2899,8712996026808754180,38
2900,8729086959762650511,70
2901,8734156751308150579,30
2902,8736111317960965711,16
2903,8742078838645536785,21
2904,8743240285401859304,12
2905,8748370453256790422,2
2906,8749720044741011597,85
2907,8754824745136110042,7
2908,8768619263229062922,10
2909,8769121796537771237,80
2910,8770410950539401126,10
2911,8779890754987103603,68
2912,8786528563105605644,16
2913,8789407896263306493,9
2914,8801504303517439478,6
2915,8814787788150050622,7
2916,8828175072897143018,51
2917,8833747781388133494,3
2918,8835339470389644264,34
2919,8836508987743809103,4
2920,8844011188151156774,4
2921,8847604225354271039,56
2922,8856169137131817223,9
2923,8857442213860272383,8
2924,8863288680270590286,15
2925,8869347744613364434,77
2926,8869575677747285539,10
2927,8870251820986769829,1
2928,8871666435351703640,5
2929,8872925201254666834,2
2930,8878031598946138458,12
2931,8881733945001664941,12
2932,8886002764685330098,48
2933,8890720798209849691,150
2934,8898031730873390440,11
2935,8900292750226176660,7
2936,8901449108040307914,179
2937,8905656922810620012,14
2938,8912004903894879756,32
2939,8920226233198909725,19
2940,8926283897590637985,3
2941,8926889915100214784,27
2942,8931755432090459041,10
2943,8938071859536254465,44
2944,8946250624470221174,1
2945,8947914348334479785,19
2946,8962537427807366481,48
2947,8963770574956550187,26
2948,8963938873430212934,5
2949,8968837261991914049,5
2950,8969476626572775042,9
2951,8974280745225397183,45
2952,8982094176562780806,7
2953,8993230615635349817,6
2954,9004099881383415529,3
2955,9026402401132606773,30
2956,9028580484484026894,5
2957,9032993320407723266,9
2958,9033884391004475493,2
2959,9038543365726770177,22
2960,9042192299854648021,96
2961,9045808098977760576,10
2962,9054050762437897017,29
2963,9056727675613132316,14
2964,9060231864899459154,17
2965,9079880752026843473,34
2966,9091641298512813712,8
2967,9112765177685685246,10
2968,9121100366909552616,2
2969,9122627895188486603,18
2970,9124439338148818380,11
2971,9128267824356972069,2
2972,9136323715291453594,39
2973,9151634133568930081,13
2974,9158289456544908688,3
2975,9168028029170358424,3
2976,9175693555063886126,139
2977,9191014301634017491,13
2978,9207286802575546269,27
2979,9208127165664287660,12
2980,9209629151177723638,7
2981,9209886322932807692,19
2982,9213260650272029784,11
2983,9215261273565326920,30
2984,9217155070834564627,16
2985,9220445660318725468,52
2986,9222265156747237864,5
